;Palabra;Sentimiento;Valoracion;Stemmed
1522;retrógrado;Triste;-1;retrogr
1523;reventar;Triste;-1;revent
1524;revés;Triste;-1;reves
1525;revivir;Triste;-1;reviv
1526;revolución;Feliz;1;revolu
1527;rezagado;Triste;-1;rezag
1528;rico;Feliz;1;ric
1529;rictus;Feliz;1;rictus
1530;ridiculez;Triste;-1;ridiculez
1531;ridiculizar;Triste;-1;ridiculiz
1532;ridículo;Triste;-1;ridicul
1533;riente;Feliz;1;rient
1534;rígido;Triste;-1;rig
1535;riña;Triste;-1;riñ
1536;riqueza;Feliz;1;riquez
1537;risa;Feliz;1;ris
1538;desbordante;Feliz;1;desbord
1539;risita;Feliz;1;risit
1540;risotada;Feliz;1;risot
1541;risueño;Feliz;1;risueñ
1542;rival;Triste;-1;rival
1543;rivalizar;Triste;-1;rivaliz
1544;robar;Triste;-1;rob
1545;robustecimiento;Feliz;1;robustec
1546;robusto;Feliz;1;robust
1547;roce;Triste;-1;roc
1548;romper;Triste;-1;romp
1549;roñoso;Triste;-1;roños
1550;rozar;Triste;-1;roz
1551;rudeza;Triste;-1;rudez
1552;rudimentario;Triste;-1;rudimentari
1553;rudo;Triste;-1;rud
1554;ruin;Triste;-1;ruin
1555;ruindad;Triste;-1;ruind
1556;ruinoso;Triste;-1;ruinos
1557;rusticidad;Triste;-1;rustic
1558;sabiduría;Feliz;1;sabidur
1559;sabio;Feliz;1;sabi
1560;saborear;Feliz;1;sabor
1561;saboreo;Feliz;1;sabore
1562;sabroso;Feliz;1;sabros
1563;saciarse;Feliz;1;saci
1564;sacrificado;Triste;-1;sacrific
1565;sacrificio;Triste;-1;sacrifici
1566;saleroso;Feliz;1;saler
1567;salud;Feliz;1;salud
1568;salvaje;Triste;-1;salvaj
1569;salvamento;Feliz;1;salvament
1570;sanarse;Feliz;1;san
1571;saña;Triste;-1;sañ
1572;sañudo;Triste;-1;sañud
1573;saponificación;Triste;-1;saponif
1574;saquear;Triste;-1;saqu
1575;sarcófago;Triste;-1;sarcofag
1576;satisfacción;Feliz;1;satisfaccion
1577;satisfacer;Feliz;1;satisfac
1578;satisfactorio;Feliz;1;satisfactori
1579;satisfecho;Feliz;1;satisfech
1580;saturado;Triste;-1;satur
1581;seco;Triste;-1;sec
1582;sed;Triste;-1;sed
1583;sediento;Triste;-1;sedient
1584;seducir;Feliz;1;seduc
1585;segregación;Triste;-1;segreg
1586;seguridad;Feliz;1;segur
1587;semidifunto;Triste;-1;semidifunt
1588;senil;Triste;-1;senil
1589;sensibilidad;Triste;-1;sensibil
1590;sensibilizar;Triste;-1;sensibiliz
1591;sensible;Triste;-1;sensibl
1592;sensiblero;Triste;-1;sensibler
1593;sensual;Feliz;1;sensual
1594;sentimental;Triste;-1;sentimental
1595;sentimiento;Triste;-1;sentimient
1596;sentir;Triste;-1;sent
1597;señalado;Feliz;1;señal
1598;separación;Triste;-1;separ
1599;sepelio;Triste;-1;sepeli
1600;sepulcral;Triste;-1;sepulcral
1601;sepulcro;Triste;-1;sepulcr
1602;sepultura;Triste;-1;sepultur
1603;sequedad;Triste;-1;sequed
1604;sequía;Triste;-1;sequ
1605;seriedad;Triste;-1;seried
1606;serio;Triste;-1;seri
1607;servil;Triste;-1;servil
1608;servir;Triste;-1;serv
1609;severidad;Triste;-1;sever
1610;sexo;Feliz;1;sex
1611;sexual;Feliz;1;sexual
1612;shock;Triste;-1;shock
1613;sibarita;Feliz;1;sibarit
1614;silenciar;Triste;-1;silenci
1615;simpático;Feliz;1;simpat
1616;sincero;Feliz;1;sincer
1617;síncope;Triste;-1;sincop
1618;siniestrar;Triste;-1;siniestr
1619;sinsabor;Triste;-1;sinsabor
1620;sitiar;Triste;-1;siti
1621;sobrecogedor;Triste;-1;sobrecogedor
1622;Sobrecoger;Triste;-1;sobrecog
1623;sobreexcitar;Feliz;1;sobreexcit
1624;sobresaliente;Feliz;1;sobresalient
1625;sobresalir;Feliz;1;sobresal
1626;sobresaltado;Triste;-1;sobresalt
1627;solaz;Feliz;1;solaz
1628;soledad;Triste;-1;soled
1629;solicitar;Triste;-1;solicit
1630;solitario;Triste;-1;solitari
1631;sollozante;Triste;-1;solloz
1632;solvencia;Feliz;1;solvenci
1633;sombra;Triste;-1;sombr
1634;sombrío;Triste;-1;sombri
1635;sombrón;Triste;-1;sombron
1636;sonreír;Feliz;1;sonreir
1637;sonriente;Feliz;1;sonrient
1638;sonrisa;Feliz;1;sonris
1639;soportar;Triste;-1;soport
1640;sórdido;Triste;-1;sord
1641;soso;Triste;-1;sos
1642;stress;Triste;-1;stress
1643;subdesarrollado;Triste;-1;subdesarroll
1644;subida;Feliz;1;sub
1645;sublime;Feliz;1;sublim
1646;suceso;Triste;-1;suces
1647;sucio;Triste;-1;suci
1648;sucumbir;Triste;-1;sucumb
1649;sudario;Triste;-1;sudari
1650;suerte;Feliz;1;suert
1651;sufrido;Triste;-1;sufr
1652;sufrimiento;Triste;-1;sufrimient
1653;sugestión;Triste;-1;sugestion
1654;sugestivo;Triste;-1;sugest
1655;suicida;Triste;-1;suic
1656;suicidarse;Triste;-1;suicid
1657;suicidio;Triste;-1;suicidi
1658;sumisión;Triste;-1;sumision
1659;sumiso;Triste;-1;sumis
1660;superación;Feliz;1;super
1661;superior;Feliz;1;superior
1662;súplica;Triste;-1;suplic
1663;supresión;Triste;-1;supresion
1664;suprimir;Triste;-1;suprim
1665;susceptible;Triste;-1;suscept
1666;suspense;Triste;-1;suspens
1667;suspicaz;Triste;-1;suspicaz
1668;suspirante;Triste;-1;suspir
1669;taciturnidad;Triste;-1;taciturn
1670;tanatología;Triste;-1;tanatolog
1671;tapiar;Triste;-1;tapi
1672;tártaro;Triste;-1;tartar
1673;tascar;Triste;-1;tasc
1674;taxidermia;Triste;-1;taxidermi
1675;temblar;Triste;-1;tembl
1676;temblor;Triste;-1;temblor
1677;temer;Triste;-1;tem
1678;temeroso;Triste;-1;temer
1679;temible;Triste;-1;temibl
1680;temor;Triste;-1;temor
1681;tenebroso;Triste;-1;tenebr
1682;tensión;Triste;-1;tension
1683;terremoto;Triste;-1;terremot
1684;terrible;Triste;-1;terribl
1685;terrorífico;Triste;-1;terrorif
1686;testamento;Triste;-1;testament
1687;tétrico;Triste;-1;tetric
1688;timidez;Triste;-1;timidez
1689;tímido;Triste;-1;tim
1690;tinieblas;Triste;-1;tiniebl
1691;tirantez;Triste;-1;tirantez
1692;tirria;Triste;-1;tirri
1693;tomado;Triste;-1;tom
1694;tormenta;Triste;-1;torment
1695;torpe;Triste;-1;torp
1696;tortura;Triste;-1;tortur
1697;torvo;Triste;-1;torv
1698;tosco;Triste;-1;tosc
1699;tosquedad;Triste;-1;tosqued
1700;tragaderas;Triste;-1;tragader
1701;tragar;Triste;-1;trag
1702;tragedia;Triste;-1;tragedi
1703;trágico;Triste;-1;tragic
1704;tragicómico;Triste;-1;tragicom
1705;traidor;Triste;-1;traidor
1706;trance;Triste;-1;tranc
1707;tranquilidad;Feliz;1;tranquil
1708;tranquilizar;Feliz;1;tranquiliz
1709;transformar;Feliz;1;transform
1710;transido;Triste;-1;trans
1711;transigencia;Triste;-1;transigent
1712;transigir;Triste;-1;transig
1713;tránsito;Triste;-1;transit
1714;trascendental;Feliz;1;trascendental
1715;trastornado;Triste;-1;trastorn
1716;trauma;Triste;-1;traum
1717;traumatizar;Triste;-1;traumatiz
1718;tremendo;Triste;-1;tremend
1719;tribulación;Triste;-1;tribul
1720;triste;Triste;-1;trist
1721;tristeza;Triste;-1;tristez
1722;triunfador;Feliz;1;triunfador
1723;triunfante;Feliz;1;triunfant
1724;triunfar;Feliz;1;triunf
1725;tromba;Triste;-1;tromb
1726;trombosis;Triste;-1;trombosis
1727;tronado;Triste;-1;tron
1728;tropezar;Triste;-1;tropez
1729;tropiezo;Triste;-1;tropiez
1730;tuerto;Triste;-1;tuert
1731;tullido;Triste;-1;tull
1732;tumba;Triste;-1;tumb
1733;tumulto;Triste;-1;tumult
1734;turbación;Triste;-1;turbacion
1735;turbado;Triste;-1;turb
1736;turbador;Triste;-1;turbador
1737;turbiedad;Triste;-1;turbied
1738;turbio;Triste;-1;turbi
1739;turbulencia;Triste;-1;turbulent
1740;ufanar;Feliz;1;ufan
1741;ultratumba;Triste;-1;ultratumb
1742;ululante;Triste;-1;ulul
1743;ululato;Triste;-1;ululat
1744;urna;Triste;-1;urna
1745;útil;Feliz;1;util
1746;uxoricida;Triste;-1;uxoric
1747;uxoricidio;Triste;-1;uxoricidi
1748;vaciar;Triste;-1;vaci
1749;vagabundo;Triste;-1;vagabund
1750;vagancia;Triste;-1;vaganci
1751;vagar;Triste;-1;vag
1752;vaguedad;Triste;-1;vagued
1753;valer;Feliz;1;val
1754;valioso;Feliz;1;valios
1755;valor;Feliz;1;valor
1756;valorizar;Feliz;1;valoriz
1757;vampirismo;Triste;-1;vampir
1758;vanagloria;Feliz;1;vanaglori
1759;vanguardia;Feliz;1;vanguardi
1760;vehemencia;Triste;-1;vehement
1761;vejez;Triste;-1;vejez
1762;Velado;Triste;-1;vel
1763;velatorio;Triste;-1;velatori
1764;velorio;Triste;-1;velori
1765;vencer;Feliz;1;venc
1766;venenoso;Triste;-1;venen
1767;ventaja;Feliz;1;ventaj
1768;ventura;Feliz;1;ventur
1769;verdugo;Triste;-1;verdug
1770;vergonzante;Triste;-1;vergonz
1771;verter;Triste;-1;vert
1772;vestimenta;Triste;-1;vestiment
1773;vicio;Feliz;1;vici
1774;vicioso;Feliz;1;vicios
1775;víctima;Triste;-1;victim
1776;victoria;Feliz;1;victori
1777;vidorra;Feliz;1;vidorr
1778;vidrioso;Triste;-1;vidrios
1779;viejo;Triste;-1;viej
1780;vigilia;Triste;-1;vigili
1781;vil;Triste;-1;vil
1782;vileza;Triste;-1;vilez
1783;violencia;Triste;-1;violenci
1784;violenta;Triste;-1;violent
1785;vital;Feliz;1;vital
1786;vitorear;Feliz;1;vitor
1787;vivaz;Feliz;1;vivaz
1788;vividor;Feliz;1;vividor
1789;vocinglero;Triste;-1;vocingler
1790;volcar;Triste;-1;volc
1791;voluptuosidad;Feliz;1;voluptu
1792;vulnerar;Triste;-1;vulner
1793;yermo;Triste;-1;yerm
1794;zambo;Triste;-1;zamb
1795;zollipar;Triste;-1;zollip
1796;zombie;Triste;-1;zombi
1797;zozobra;Triste;-1;zozobr
